timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%]
2018/11/16 15:49:58.746, [Not Supported], 9 %, 4 %
2018/11/16 15:49:59.747, [Not Supported], 10 %, 4 %
2018/11/16 15:50:00.748, [Not Supported], 12 %, 5 %
2018/11/16 15:50:01.748, [Not Supported], 9 %, 4 %
2018/11/16 15:50:02.749, [Not Supported], 9 %, 4 %
2018/11/16 15:50:03.749, [Not Supported], 10 %, 4 %
2018/11/16 15:50:04.750, [Not Supported], 9 %, 4 %
2018/11/16 15:50:05.751, [Not Supported], 10 %, 4 %
2018/11/16 15:50:06.751, [Not Supported], 12 %, 5 %
2018/11/16 15:50:07.752, [Not Supported], 10 %, 4 %
2018/11/16 15:50:08.753, [Not Supported], 10 %, 4 %
2018/11/16 15:50:09.753, [Not Supported], 10 %, 4 %
2018/11/16 15:50:10.754, [Not Supported], 10 %, 4 %
2018/11/16 15:50:11.755, [Not Supported], 10 %, 4 %
2018/11/16 15:50:12.755, [Not Supported], 9 %, 4 %
2018/11/16 15:50:13.756, [Not Supported], 10 %, 4 %
2018/11/16 15:50:14.756, [Not Supported], 11 %, 5 %
2018/11/16 15:50:15.757, [Not Supported], 10 %, 5 %
2018/11/16 15:50:16.758, [Not Supported], 12 %, 5 %
2018/11/16 15:50:17.758, [Not Supported], 11 %, 5 %
2018/11/16 15:50:18.759, [Not Supported], 10 %, 4 %
2018/11/16 15:50:19.759, [Not Supported], 12 %, 5 %
2018/11/16 15:50:20.760, [Not Supported], 13 %, 5 %
2018/11/16 15:50:21.761, [Not Supported], 10 %, 4 %
2018/11/16 15:50:22.761, [Not Supported], 11 %, 4 %
2018/11/16 15:50:23.762, [Not Supported], 10 %, 4 %
2018/11/16 15:50:24.762, [Not Supported], 10 %, 4 %
2018/11/16 15:50:25.763, [Not Supported], 12 %, 5 %
2018/11/16 15:50:26.763, [Not Supported], 10 %, 4 %
2018/11/16 15:50:27.764, [Not Supported], 11 %, 5 %
2018/11/16 15:50:28.764, [Not Supported], 9 %, 4 %
2018/11/16 15:50:29.765, [Not Supported], 8 %, 4 %
2018/11/16 15:50:30.766, [Not Supported], 10 %, 4 %
2018/11/16 15:50:31.766, [Not Supported], 10 %, 4 %
2018/11/16 15:50:32.767, [Not Supported], 9 %, 4 %
2018/11/16 15:50:33.767, [Not Supported], 10 %, 4 %
2018/11/16 15:50:34.768, [Not Supported], 8 %, 4 %
2018/11/16 15:50:35.768, [Not Supported], 12 %, 5 %
2018/11/16 15:50:36.769, [Not Supported], 10 %, 4 %
2018/11/16 15:50:37.770, [Not Supported], 10 %, 4 %
2018/11/16 15:50:38.770, [Not Supported], 11 %, 5 %
2018/11/16 15:50:39.771, [Not Supported], 9 %, 4 %
2018/11/16 15:50:40.771, [Not Supported], 9 %, 4 %
2018/11/16 15:50:41.772, [Not Supported], 13 %, 5 %
2018/11/16 15:50:42.773, [Not Supported], 9 %, 4 %
2018/11/16 15:50:43.773, [Not Supported], 9 %, 4 %
2018/11/16 15:50:44.774, [Not Supported], 12 %, 5 %
2018/11/16 15:50:45.774, [Not Supported], 9 %, 4 %
2018/11/16 15:50:46.775, [Not Supported], 9 %, 4 %
2018/11/16 15:50:47.775, [Not Supported], 12 %, 5 %
2018/11/16 15:50:48.776, [Not Supported], 22 %, 15 %
2018/11/16 15:50:49.777, [Not Supported], 20 %, 13 %
2018/11/16 15:50:50.777, [Not Supported], 22 %, 15 %
2018/11/16 15:50:51.778, [Not Supported], 39 %, 26 %
2018/11/16 15:50:52.779, [Not Supported], 43 %, 29 %
2018/11/16 15:50:53.780, [Not Supported], 43 %, 29 %
2018/11/16 15:50:54.780, [Not Supported], 36 %, 25 %
2018/11/16 15:50:55.781, [Not Supported], 38 %, 26 %
2018/11/16 15:50:56.781, [Not Supported], 39 %, 26 %
2018/11/16 15:50:57.782, [Not Supported], 42 %, 28 %
2018/11/16 15:50:58.783, [Not Supported], 40 %, 26 %
2018/11/16 15:50:59.784, [Not Supported], 43 %, 29 %
2018/11/16 15:51:00.784, [Not Supported], 32 %, 21 %
2018/11/16 15:51:01.785, [Not Supported], 33 %, 22 %
2018/11/16 15:51:02.786, [Not Supported], 39 %, 25 %
2018/11/16 15:51:03.786, [Not Supported], 44 %, 29 %
2018/11/16 15:51:04.787, [Not Supported], 45 %, 30 %
2018/11/16 15:51:05.788, [Not Supported], 40 %, 26 %
2018/11/16 15:51:06.788, [Not Supported], 41 %, 26 %
2018/11/16 15:51:07.789, [Not Supported], 39 %, 25 %
2018/11/16 15:51:08.789, [Not Supported], 46 %, 29 %
2018/11/16 15:51:09.790, [Not Supported], 46 %, 28 %
2018/11/16 15:51:10.791, [Not Supported], 46 %, 31 %
2018/11/16 15:51:11.792, [Not Supported], 44 %, 28 %
2018/11/16 15:51:12.792, [Not Supported], 41 %, 26 %
2018/11/16 15:51:13.793, [Not Supported], 41 %, 26 %
2018/11/16 15:51:14.793, [Not Supported], 40 %, 25 %
2018/11/16 15:51:15.794, [Not Supported], 39 %, 24 %
2018/11/16 15:51:16.795, [Not Supported], 55 %, 33 %
2018/11/16 15:51:17.795, [Not Supported], 42 %, 26 %
2018/11/16 15:51:18.796, [Not Supported], 47 %, 30 %
2018/11/16 15:51:19.797, [Not Supported], 55 %, 31 %
2018/11/16 15:51:20.797, [Not Supported], 45 %, 29 %
2018/11/16 15:51:21.798, [Not Supported], 40 %, 26 %
2018/11/16 15:51:22.799, [Not Supported], 50 %, 34 %
2018/11/16 15:51:23.799, [Not Supported], 40 %, 26 %
2018/11/16 15:51:24.800, [Not Supported], 42 %, 26 %
2018/11/16 15:51:25.801, [Not Supported], 55 %, 31 %
2018/11/16 15:51:26.801, [Not Supported], 41 %, 26 %
2018/11/16 15:51:27.802, [Not Supported], 43 %, 27 %
2018/11/16 15:51:28.803, [Not Supported], 57 %, 34 %
2018/11/16 15:51:29.804, [Not Supported], 42 %, 26 %
2018/11/16 15:51:30.805, [Not Supported], 40 %, 25 %
2018/11/16 15:51:31.806, [Not Supported], 41 %, 26 %
2018/11/16 15:51:32.807, [Not Supported], 37 %, 23 %
2018/11/16 15:51:33.807, [Not Supported], 44 %, 28 %
2018/11/16 15:51:34.808, [Not Supported], 41 %, 25 %
2018/11/16 15:51:35.809, [Not Supported], 44 %, 28 %
2018/11/16 15:51:36.810, [Not Supported], 38 %, 25 %
2018/11/16 15:51:37.811, [Not Supported], 40 %, 25 %
2018/11/16 15:51:38.811, [Not Supported], 37 %, 23 %
2018/11/16 15:51:39.812, [Not Supported], 34 %, 22 %
2018/11/16 15:51:40.813, [Not Supported], 40 %, 26 %
2018/11/16 15:51:41.814, [Not Supported], 41 %, 26 %
2018/11/16 15:51:42.814, [Not Supported], 41 %, 26 %
2018/11/16 15:51:43.815, [Not Supported], 38 %, 24 %
2018/11/16 15:51:44.816, [Not Supported], 39 %, 24 %
2018/11/16 15:51:45.817, [Not Supported], 41 %, 26 %
2018/11/16 15:51:46.818, [Not Supported], 43 %, 28 %
2018/11/16 15:51:47.819, [Not Supported], 44 %, 28 %
2018/11/16 15:51:48.819, [Not Supported], 46 %, 29 %
2018/11/16 15:51:49.820, [Not Supported], 38 %, 25 %
2018/11/16 15:51:50.821, [Not Supported], 41 %, 26 %
2018/11/16 15:51:51.822, [Not Supported], 39 %, 25 %
2018/11/16 15:51:52.823, [Not Supported], 42 %, 26 %
2018/11/16 15:51:53.823, [Not Supported], 41 %, 26 %
2018/11/16 15:51:54.824, [Not Supported], 44 %, 28 %
2018/11/16 15:51:55.825, [Not Supported], 42 %, 27 %
2018/11/16 15:51:56.826, [Not Supported], 34 %, 21 %
2018/11/16 15:51:57.828, [Not Supported], 44 %, 28 %
2018/11/16 15:51:58.829, [Not Supported], 40 %, 26 %
2018/11/16 15:51:59.829, [Not Supported], 41 %, 27 %
2018/11/16 15:52:00.830, [Not Supported], 45 %, 31 %
2018/11/16 15:52:01.831, [Not Supported], 41 %, 26 %
2018/11/16 15:52:02.832, [Not Supported], 42 %, 27 %
2018/11/16 15:52:03.833, [Not Supported], 41 %, 26 %
2018/11/16 15:52:04.834, [Not Supported], 41 %, 26 %
2018/11/16 15:52:05.834, [Not Supported], 39 %, 25 %
2018/11/16 15:52:06.835, [Not Supported], 56 %, 33 %
2018/11/16 15:52:07.835, [Not Supported], 42 %, 27 %
2018/11/16 15:52:08.836, [Not Supported], 44 %, 28 %
2018/11/16 15:52:09.837, [Not Supported], 50 %, 30 %
2018/11/16 15:52:10.838, [Not Supported], 40 %, 25 %
2018/11/16 15:52:11.839, [Not Supported], 41 %, 26 %
2018/11/16 15:52:12.840, [Not Supported], 45 %, 24 %
2018/11/16 15:52:13.841, [Not Supported], 36 %, 23 %
2018/11/16 15:52:14.841, [Not Supported], 42 %, 27 %
2018/11/16 15:52:15.842, [Not Supported], 55 %, 32 %
2018/11/16 15:52:16.843, [Not Supported], 39 %, 25 %
2018/11/16 15:52:17.844, [Not Supported], 45 %, 29 %
2018/11/16 15:52:18.846, [Not Supported], 45 %, 25 %
2018/11/16 15:52:19.847, [Not Supported], 45 %, 29 %
2018/11/16 15:52:20.848, [Not Supported], 42 %, 26 %
2018/11/16 15:52:21.848, [Not Supported], 43 %, 27 %
2018/11/16 15:52:22.849, [Not Supported], 44 %, 28 %
2018/11/16 15:52:23.850, [Not Supported], 45 %, 29 %
2018/11/16 15:52:24.851, [Not Supported], 47 %, 30 %
2018/11/16 15:52:25.852, [Not Supported], 44 %, 28 %
2018/11/16 15:52:26.853, [Not Supported], 40 %, 26 %
2018/11/16 15:52:27.853, [Not Supported], 39 %, 25 %
2018/11/16 15:52:28.854, [Not Supported], 40 %, 25 %
2018/11/16 15:52:29.856, [Not Supported], 44 %, 28 %
2018/11/16 15:52:30.856, [Not Supported], 40 %, 25 %
2018/11/16 15:52:31.857, [Not Supported], 40 %, 25 %
2018/11/16 15:52:32.858, [Not Supported], 42 %, 26 %
2018/11/16 15:52:33.859, [Not Supported], 40 %, 25 %
2018/11/16 15:52:34.860, [Not Supported], 44 %, 28 %
2018/11/16 15:52:35.861, [Not Supported], 39 %, 24 %
2018/11/16 15:52:36.862, [Not Supported], 39 %, 25 %
2018/11/16 15:52:37.863, [Not Supported], 43 %, 27 %
2018/11/16 15:52:38.864, [Not Supported], 42 %, 27 %
2018/11/16 15:52:39.865, [Not Supported], 46 %, 28 %
2018/11/16 15:52:40.865, [Not Supported], 42 %, 27 %
2018/11/16 15:52:41.867, [Not Supported], 44 %, 28 %
2018/11/16 15:52:42.867, [Not Supported], 39 %, 25 %
2018/11/16 15:52:43.868, [Not Supported], 44 %, 28 %
2018/11/16 15:52:44.869, [Not Supported], 41 %, 26 %
2018/11/16 15:52:45.870, [Not Supported], 42 %, 26 %
2018/11/16 15:52:46.870, [Not Supported], 38 %, 24 %
2018/11/16 15:52:47.871, [Not Supported], 48 %, 29 %
2018/11/16 15:52:48.872, [Not Supported], 46 %, 29 %
2018/11/16 15:52:49.873, [Not Supported], 46 %, 29 %
2018/11/16 15:52:50.873, [Not Supported], 48 %, 31 %
2018/11/16 15:52:51.875, [Not Supported], 42 %, 26 %
2018/11/16 15:52:52.876, [Not Supported], 43 %, 27 %
2018/11/16 15:52:53.876, [Not Supported], 52 %, 31 %
2018/11/16 15:52:54.877, [Not Supported], 38 %, 24 %
2018/11/16 15:52:55.878, [Not Supported], 46 %, 29 %
2018/11/16 15:52:56.879, [Not Supported], 50 %, 29 %
2018/11/16 15:52:57.880, [Not Supported], 45 %, 28 %
2018/11/16 15:52:58.880, [Not Supported], 42 %, 26 %
2018/11/16 15:52:59.881, [Not Supported], 54 %, 33 %
2018/11/16 15:53:00.882, [Not Supported], 40 %, 25 %
2018/11/16 15:53:01.883, [Not Supported], 42 %, 27 %
2018/11/16 15:53:02.884, [Not Supported], 41 %, 25 %
2018/11/16 15:53:03.885, [Not Supported], 40 %, 26 %
2018/11/16 15:53:04.886, [Not Supported], 42 %, 26 %
2018/11/16 15:53:05.887, [Not Supported], 46 %, 28 %
2018/11/16 15:53:06.888, [Not Supported], 46 %, 29 %
2018/11/16 15:53:07.889, [Not Supported], 39 %, 25 %
2018/11/16 15:53:08.890, [Not Supported], 39 %, 24 %
2018/11/16 15:53:09.890, [Not Supported], 44 %, 25 %
2018/11/16 15:53:10.891, [Not Supported], 41 %, 26 %
2018/11/16 15:53:11.892, [Not Supported], 47 %, 29 %
2018/11/16 15:53:12.892, [Not Supported], 36 %, 22 %
2018/11/16 15:53:13.893, [Not Supported], 41 %, 26 %
2018/11/16 15:53:14.894, [Not Supported], 39 %, 24 %
2018/11/16 15:53:15.895, [Not Supported], 44 %, 27 %
2018/11/16 15:53:16.895, [Not Supported], 44 %, 28 %
2018/11/16 15:53:17.897, [Not Supported], 45 %, 28 %
2018/11/16 15:53:18.898, [Not Supported], 46 %, 29 %
2018/11/16 15:53:19.899, [Not Supported], 36 %, 23 %
2018/11/16 15:53:20.900, [Not Supported], 39 %, 24 %
2018/11/16 15:53:21.901, [Not Supported], 36 %, 23 %
2018/11/16 15:53:22.901, [Not Supported], 46 %, 29 %
2018/11/16 15:53:23.902, [Not Supported], 45 %, 29 %
2018/11/16 15:53:24.903, [Not Supported], 39 %, 25 %
2018/11/16 15:53:25.903, [Not Supported], 46 %, 29 %
2018/11/16 15:53:26.904, [Not Supported], 39 %, 24 %
2018/11/16 15:53:27.905, [Not Supported], 44 %, 26 %
2018/11/16 15:53:28.907, [Not Supported], 46 %, 29 %
2018/11/16 15:53:29.908, [Not Supported], 45 %, 28 %
2018/11/16 15:53:30.909, [Not Supported], 39 %, 24 %
2018/11/16 15:53:31.910, [Not Supported], 39 %, 24 %
2018/11/16 15:53:32.911, [Not Supported], 41 %, 26 %
2018/11/16 15:53:33.912, [Not Supported], 42 %, 26 %
2018/11/16 15:53:34.913, [Not Supported], 53 %, 31 %
2018/11/16 15:53:35.914, [Not Supported], 41 %, 25 %
2018/11/16 15:53:36.915, [Not Supported], 41 %, 26 %
2018/11/16 15:53:37.916, [Not Supported], 49 %, 28 %
2018/11/16 15:53:38.917, [Not Supported], 41 %, 25 %
2018/11/16 15:53:39.918, [Not Supported], 42 %, 26 %
2018/11/16 15:53:40.918, [Not Supported], 46 %, 31 %
2018/11/16 15:53:41.919, [Not Supported], 44 %, 27 %
2018/11/16 15:53:42.920, [Not Supported], 40 %, 24 %
2018/11/16 15:53:43.921, [Not Supported], 58 %, 33 %
2018/11/16 15:53:44.922, [Not Supported], 39 %, 24 %
2018/11/16 15:53:45.923, [Not Supported], 41 %, 26 %
2018/11/16 15:53:46.924, [Not Supported], 54 %, 33 %
2018/11/16 15:53:47.925, [Not Supported], 38 %, 23 %
2018/11/16 15:53:48.925, [Not Supported], 44 %, 27 %
2018/11/16 15:53:49.926, [Not Supported], 42 %, 26 %
2018/11/16 15:53:50.927, [Not Supported], 45 %, 28 %
2018/11/16 15:53:51.928, [Not Supported], 38 %, 24 %
2018/11/16 15:53:52.928, [Not Supported], 44 %, 26 %
2018/11/16 15:53:53.929, [Not Supported], 45 %, 28 %
2018/11/16 15:53:54.930, [Not Supported], 47 %, 30 %
2018/11/16 15:53:55.932, [Not Supported], 42 %, 26 %
2018/11/16 15:53:56.932, [Not Supported], 39 %, 24 %
2018/11/16 15:53:57.933, [Not Supported], 47 %, 30 %
2018/11/16 15:53:58.934, [Not Supported], 43 %, 27 %
2018/11/16 15:53:59.935, [Not Supported], 40 %, 25 %
2018/11/16 15:54:00.936, [Not Supported], 42 %, 26 %
2018/11/16 15:54:01.936, [Not Supported], 44 %, 28 %
2018/11/16 15:54:02.937, [Not Supported], 46 %, 28 %
2018/11/16 15:54:03.938, [Not Supported], 40 %, 25 %
2018/11/16 15:54:04.939, [Not Supported], 47 %, 30 %
2018/11/16 15:54:05.940, [Not Supported], 43 %, 26 %
2018/11/16 15:54:06.941, [Not Supported], 38 %, 24 %
2018/11/16 15:54:07.942, [Not Supported], 44 %, 28 %
2018/11/16 15:54:08.943, [Not Supported], 44 %, 29 %
2018/11/16 15:54:09.944, [Not Supported], 45 %, 28 %
2018/11/16 15:54:10.945, [Not Supported], 40 %, 26 %
2018/11/16 15:54:11.946, [Not Supported], 46 %, 29 %
2018/11/16 15:54:12.947, [Not Supported], 41 %, 26 %
2018/11/16 15:54:13.948, [Not Supported], 41 %, 26 %
2018/11/16 15:54:14.948, [Not Supported], 39 %, 25 %
2018/11/16 15:54:15.950, [Not Supported], 44 %, 28 %
2018/11/16 15:54:16.951, [Not Supported], 41 %, 26 %
2018/11/16 15:54:17.952, [Not Supported], 42 %, 26 %
2018/11/16 15:54:18.952, [Not Supported], 46 %, 30 %
2018/11/16 15:54:19.953, [Not Supported], 44 %, 26 %
2018/11/16 15:54:20.954, [Not Supported], 37 %, 23 %
2018/11/16 15:54:21.955, [Not Supported], 41 %, 25 %
2018/11/16 15:54:22.957, [Not Supported], 44 %, 27 %
2018/11/16 15:54:23.957, [Not Supported], 44 %, 27 %
2018/11/16 15:54:24.958, [Not Supported], 57 %, 33 %
2018/11/16 15:54:25.959, [Not Supported], 38 %, 23 %
2018/11/16 15:54:26.959, [Not Supported], 36 %, 23 %
2018/11/16 15:54:27.961, [Not Supported], 53 %, 31 %
2018/11/16 15:54:28.962, [Not Supported], 47 %, 29 %
2018/11/16 15:54:29.962, [Not Supported], 45 %, 27 %
2018/11/16 15:54:30.963, [Not Supported], 48 %, 27 %
2018/11/16 15:54:31.964, [Not Supported], 34 %, 21 %
2018/11/16 15:54:32.965, [Not Supported], 44 %, 27 %
2018/11/16 15:54:33.966, [Not Supported], 48 %, 27 %
2018/11/16 15:54:34.967, [Not Supported], 40 %, 26 %
2018/11/16 15:54:35.967, [Not Supported], 46 %, 29 %
2018/11/16 15:54:36.968, [Not Supported], 55 %, 31 %
2018/11/16 15:54:37.969, [Not Supported], 47 %, 30 %
2018/11/16 15:54:38.970, [Not Supported], 42 %, 26 %
2018/11/16 15:54:39.970, [Not Supported], 39 %, 24 %
2018/11/16 15:54:40.971, [Not Supported], 37 %, 23 %
2018/11/16 15:54:41.972, [Not Supported], 36 %, 22 %
2018/11/16 15:54:42.973, [Not Supported], 47 %, 29 %
2018/11/16 15:54:43.974, [Not Supported], 42 %, 26 %
2018/11/16 15:54:44.975, [Not Supported], 40 %, 25 %
2018/11/16 15:54:45.975, [Not Supported], 37 %, 23 %
2018/11/16 15:54:46.976, [Not Supported], 42 %, 26 %
2018/11/16 15:54:47.977, [Not Supported], 45 %, 27 %
2018/11/16 15:54:48.978, [Not Supported], 45 %, 28 %
2018/11/16 15:54:49.979, [Not Supported], 45 %, 28 %
2018/11/16 15:54:50.980, [Not Supported], 42 %, 26 %
2018/11/16 15:54:51.981, [Not Supported], 43 %, 27 %
2018/11/16 15:54:52.982, [Not Supported], 42 %, 26 %
2018/11/16 15:54:53.983, [Not Supported], 46 %, 28 %
2018/11/16 15:54:54.984, [Not Supported], 44 %, 27 %
2018/11/16 15:54:55.985, [Not Supported], 42 %, 26 %
2018/11/16 15:54:56.986, [Not Supported], 36 %, 23 %
2018/11/16 15:54:57.987, [Not Supported], 46 %, 27 %
2018/11/16 15:54:58.988, [Not Supported], 42 %, 26 %
2018/11/16 15:54:59.989, [Not Supported], 46 %, 28 %
2018/11/16 15:55:00.990, [Not Supported], 46 %, 29 %
2018/11/16 15:55:01.990, [Not Supported], 47 %, 29 %
2018/11/16 15:55:02.991, [Not Supported], 42 %, 26 %
2018/11/16 15:55:03.992, [Not Supported], 41 %, 26 %
2018/11/16 15:55:04.993, [Not Supported], 42 %, 26 %
2018/11/16 15:55:05.994, [Not Supported], 50 %, 29 %
2018/11/16 15:55:06.995, [Not Supported], 40 %, 25 %
2018/11/16 15:55:07.996, [Not Supported], 42 %, 26 %
2018/11/16 15:55:08.997, [Not Supported], 46 %, 32 %
2018/11/16 15:55:09.998, [Not Supported], 42 %, 26 %
2018/11/16 15:55:10.999, [Not Supported], 47 %, 29 %
2018/11/16 15:55:12.000, [Not Supported], 46 %, 26 %
2018/11/16 15:55:13.001, [Not Supported], 40 %, 24 %
2018/11/16 15:55:14.002, [Not Supported], 47 %, 30 %
2018/11/16 15:55:15.003, [Not Supported], 50 %, 31 %
2018/11/16 15:55:16.003, [Not Supported], 40 %, 25 %
2018/11/16 15:55:17.004, [Not Supported], 36 %, 22 %
2018/11/16 15:55:18.005, [Not Supported], 51 %, 29 %
2018/11/16 15:55:19.006, [Not Supported], 41 %, 26 %
2018/11/16 15:55:20.006, [Not Supported], 36 %, 22 %
2018/11/16 15:55:21.007, [Not Supported], 42 %, 26 %
2018/11/16 15:55:22.008, [Not Supported], 42 %, 26 %
2018/11/16 15:55:23.009, [Not Supported], 43 %, 27 %
2018/11/16 15:55:24.009, [Not Supported], 57 %, 32 %
2018/11/16 15:55:25.010, [Not Supported], 45 %, 28 %
2018/11/16 15:55:26.010, [Not Supported], 47 %, 29 %
2018/11/16 15:55:27.011, [Not Supported], 43 %, 26 %
2018/11/16 15:55:28.012, [Not Supported], 42 %, 26 %
2018/11/16 15:55:29.013, [Not Supported], 42 %, 26 %
2018/11/16 15:55:30.014, [Not Supported], 46 %, 29 %
2018/11/16 15:55:31.015, [Not Supported], 40 %, 24 %
2018/11/16 15:55:32.016, [Not Supported], 42 %, 26 %
2018/11/16 15:55:33.017, [Not Supported], 47 %, 29 %
2018/11/16 15:55:34.018, [Not Supported], 43 %, 26 %
2018/11/16 15:55:35.018, [Not Supported], 45 %, 28 %
2018/11/16 15:55:36.019, [Not Supported], 40 %, 25 %
2018/11/16 15:55:37.020, [Not Supported], 36 %, 22 %
2018/11/16 15:55:38.021, [Not Supported], 41 %, 25 %
2018/11/16 15:55:39.022, [Not Supported], 46 %, 28 %
2018/11/16 15:55:40.023, [Not Supported], 41 %, 26 %
2018/11/16 15:55:41.023, [Not Supported], 46 %, 30 %
2018/11/16 15:55:42.024, [Not Supported], 17 %, 7 %
2018/11/16 15:55:43.024, [Not Supported], 14 %, 6 %
2018/11/16 15:55:44.025, [Not Supported], 9 %, 4 %
2018/11/16 15:55:45.026, [Not Supported], 24 %, 16 %
2018/11/16 15:55:46.027, [Not Supported], 20 %, 13 %
2018/11/16 15:55:47.028, [Not Supported], 24 %, 25 %
2018/11/16 15:55:48.029, [Not Supported], 46 %, 32 %
2018/11/16 15:55:49.029, [Not Supported], 41 %, 28 %
2018/11/16 15:55:50.030, [Not Supported], 53 %, 36 %
2018/11/16 15:55:51.032, [Not Supported], 39 %, 26 %
2018/11/16 15:55:52.032, [Not Supported], 42 %, 30 %
2018/11/16 15:55:53.033, [Not Supported], 44 %, 30 %
2018/11/16 15:55:54.034, [Not Supported], 43 %, 29 %
2018/11/16 15:55:55.035, [Not Supported], 39 %, 26 %
2018/11/16 15:55:56.036, [Not Supported], 52 %, 34 %
2018/11/16 15:55:57.037, [Not Supported], 39 %, 26 %
2018/11/16 15:55:58.038, [Not Supported], 42 %, 31 %
2018/11/16 15:55:59.039, [Not Supported], 45 %, 30 %
2018/11/16 15:56:00.040, [Not Supported], 39 %, 26 %
2018/11/16 15:56:01.041, [Not Supported], 44 %, 29 %
2018/11/16 15:56:02.042, [Not Supported], 40 %, 27 %
2018/11/16 15:56:03.043, [Not Supported], 16 %, 5 %
2018/11/16 15:56:04.043, [Not Supported], 10 %, 5 %
2018/11/16 15:56:05.043, [Not Supported], 10 %, 4 %
2018/11/16 15:56:06.044, [Not Supported], 12 %, 5 %
2018/11/16 15:56:07.045, [Not Supported], 10 %, 5 %
2018/11/16 15:56:08.046, [Not Supported], 10 %, 4 %
2018/11/16 15:56:09.046, [Not Supported], 10 %, 4 %
2018/11/16 15:56:10.047, [Not Supported], 11 %, 5 %
2018/11/16 15:56:11.048, [Not Supported], 10 %, 4 %
2018/11/16 15:56:12.048, [Not Supported], 10 %, 4 %
2018/11/16 15:56:13.049, [Not Supported], 10 %, 4 %
2018/11/16 15:56:14.050, [Not Supported], 10 %, 4 %
2018/11/16 15:56:15.050, [Not Supported], 10 %, 4 %
2018/11/16 15:56:16.051, [Not Supported], 11 %, 5 %
2018/11/16 15:56:17.051, [Not Supported], 9 %, 4 %
2018/11/16 15:56:18.052, [Not Supported], 10 %, 4 %
2018/11/16 15:56:19.053, [Not Supported], 11 %, 5 %
2018/11/16 15:56:20.053, [Not Supported], 10 %, 4 %
2018/11/16 15:56:21.054, [Not Supported], 10 %, 4 %
2018/11/16 15:56:22.054, [Not Supported], 11 %, 5 %
2018/11/16 15:56:23.055, [Not Supported], 13 %, 5 %
2018/11/16 15:56:24.056, [Not Supported], 10 %, 4 %
2018/11/16 15:56:25.056, [Not Supported], 10 %, 4 %
2018/11/16 15:56:26.057, [Not Supported], 10 %, 4 %
2018/11/16 15:56:27.057, [Not Supported], 10 %, 4 %
2018/11/16 15:56:28.058, [Not Supported], 10 %, 4 %
2018/11/16 15:56:29.059, [Not Supported], 10 %, 4 %
2018/11/16 15:56:30.059, [Not Supported], 10 %, 4 %
